Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2018,Tot_Clms_2018,Tot_Benes_2018,Tot_Spndng_2019,Tot_Clms_2019,Tot_Benes_2019,Tot_Spndng_2020,Tot_Clms_2020,Tot_Benes_2020,Tot_Spndng_2021,Tot_Clms_2021,Tot_Benes_2021,Tot_Spndng_2022,Tot_Clms_2022,Tot_Benes_2022
"Lidocaine HCl*","Lidocaine HCl",Auromedics-Eugi,9838.14,1083,971,57351.97,7875,6455,113150.67,15476,12135,95284.84,12917,10410,146105.97,19597,15996
"Lidocaine HCl*","Lidocaine HCl","Akorn Inc.",2923100.55,126839,65830,3703093.26,72314,41033,7559492.61,76833,39186,7768096.8,68752,36410,4092835.15,36535,21816
"Lidocaine HCl*","Lidocaine HCl","Afaxys, Inc.","","","","","","","","","","","","",2738.82,417,369
"Lidocaine HCl*","Lidocaine HCl/PF",Overall,260928.61,22873,18009,309083.92,25693,19278,300354.2,26919,19250,233234.36,20902,15400,345384.79,29350,21900
"Lidocaine HCl*","Lidocaine HCl/PF",West-Ward/Hikma,37078.97,3200,2804,72208.47,6195,4935,63609.45,6133,4825,39254.44,4179,3383,25091.4,2633,2112
"Lidocaine HCl*","Lidocaine HCl/PF","Spectra Medical","","","","","","","","","","","","",246.11,36,32
"Lidocaine HCl*","Lidocaine HCl/PF","International M",470.02,28,21,"","","","","","","","","",1068.17,21,18
"Lidocaine HCl*","Lidocaine HCl/PF",Hospira/Pfizer*,64475.75,5734,4843,54966.33,5315,4156,52936.28,5101,3955,49882.91,4086,3128,39629.63,2899,2376
"Lidocaine HCl*","Lidocaine HCl/PF",Auromedics-Eugi,143116.62,13481,10898,166537.62,13747,10574,178663.02,15455,11390,140050.78,12453,9487,274878.93,23570,18165
"Lidocaine HCl*","Lidocaine HCl/PF","App/Fresenius K",15787.25,430,318,15371.5,436,280,5145.45,230,171,4046.23,184,136,4470.55,191,158
"Lidocaine HCl-Epinephrine","Lidocaine HCl/Epinephrine",Overall,720.83,119,110,734.14,94,89,883.83,108,101,843.17,122,115,648.8,76,71
"Lidocaine HCl-Epinephrine","Lidocaine HCl/Epinephrine",Hospira/Pfizer,720.83,119,110,734.14,94,89,883.83,108,101,843.17,122,115,648.8,76,71
"Lidocaine HCl-Epinephrine","Lidocaine HCl/Epinephrine/PF",Overall,"","","",489.65,16,13,107.12,11,11,179.92,11,"",192.25,11,11
"Lidocaine HCl-Epinephrine","Lidocaine HCl/Epinephrine/PF",Hospira/Pfizer,"","","",489.65,16,13,107.12,11,11,179.92,11,"",192.25,11,11
Lidocaine-Hydrocortisone,Hydrocortisone/Lidocaine/Aloe,Overall,"","","","","","","","","","","","",5018.19,18,""
Lidocaine-Hydrocortisone,Hydrocortisone/Lidocaine/Aloe,"Puretek Corpora","","","","","","","","","","","","",5018.19,18,""
Lidocaine-Hydrocortisone*,"Lidocaine/Hydrocortisone Ac",Overall,11008,101,118,7180.93,41,39,1681.87,28,20,1642.53,29,19,1041.65,31,14
Lidocaine-Hydrocortisone*,"Lidocaine/Hydrocortisone Ac","Puretek Corpora*",11008,101,67,7180.93,41,25,1681.87,28,20,1642.53,29,19,1041.65,31,14
Lidocaine-Prilocaine,Lidocaine/Prilocaine,Overall,28504089.94,409717,209670,16521085.1,365852,187236,14250622.32,338469,171045,10224311.02,324569,172416,9769484.87,316044,171890
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Teligent Pharma",3110.14,40,39,873660.57,9203,4543,1655217.23,37822,25260,1846331.07,64010,38403,82684.92,2961,1923
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Sola Pharmaceut","","","",369406.29,2821,1985,590345.06,7125,4898,92034.8,1731,1142,7296.19,252,128
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Mckesson Packag","","","","","","","","","",1333.1,116,103,1454.24,132,66
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Major Pharmaceu","","","","","","",61041.58,1869,1078,46382.41,2259,1133,2400.23,119,52
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Hi-Tech/Akorn C",7690036.11,156011,84490,6501972.83,163344,90734,5944192.15,162548,89915,5028644.84,165336,95905,7406772.44,231067,133135
Lidocaine-Prilocaine,Lidocaine/Prilocaine,Fougera/Sandoz,3835907.33,19124,10575,340691.06,7579,4249,147490.02,5524,3013,323963.31,9147,6323,1998708.83,71074,45313
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Amneal Pharmace",13350681.52,129824,66151,4898046.99,89792,46729,2512887.05,53273,28359,1318694.53,25769,14754,59529.35,2190,1159
Lidocaine-Prilocaine,Lidocaine/Prilocaine,"Alembic Pharmac","","","","","","","","","","","","",76270.54,2950,2371
Lidocaine-Prilocaine,Lidocaine/Prilocaine,Actavis/Teva,3624354.84,104718,62789,3537307.36,93113,54866,3339449.23,70308,42764,1566926.96,56201,36990,134368.13,5299,4400
Lidoderm,Lidocaine,Overall,12935937.61,13204,3136,12574258.04,10463,2487,12579352.93,9934,2476,12010513.34,9348,2539,12289963.67,8921,2763
Lidoderm,Lidocaine,"Endo Pharm Inc.",12935937.61,13204,3136,12574258.04,10463,2487,12579352.93,9934,2476,12010513.34,9348,2539,12289963.67,8921,2763
Liletta,Levonorgestrel,Overall,14386.27,20,20,14531.42,19,19,12830.42,16,16,32593.89,37,37,23822.86,27,26
Liletta,Levonorgestrel,"Allergan Inc.",14386.27,20,20,14531.42,19,19,12830.42,16,16,32593.89,37,37,23822.86,27,26
Lillow,Levonorgestrel/Ethin.Estradiol,Overall,47642.38,2063,568,50230.67,1906,485,46059.7,1684,426,13907.54,670,166,10067.16,464,121
Lillow,Levonorgestrel/Ethin.Estradiol,"Amneal Pharmace",47642.38,2063,568,50230.67,1906,485,46059.7,1684,426,13907.54,670,166,10067.16,464,121
Lincocin,"Lincomycin HCl",Overall,9542.42,66,57,5590.34,58,46,2723.62,35,26,1777.24,35,18,1056.09,14,""
Lincocin,"Lincomycin HCl",Pharmaci/Pfizer,9542.42,66,57,5590.34,58,46,2723.62,35,26,1777.24,35,18,1056.09,14,""
"Lincomycin HCl","Lincomycin HCl",Overall,5918.14,62,46,5733.55,53,33,7077.81,74,38,2552.48,27,19,1263.97,17,12
"Lincomycin HCl","Lincomycin HCl","X-Gen Pharmaceu",5918.14,62,46,5733.55,53,33,7077.81,74,38,2552.48,27,19,1263.97,17,12
Lindane,Lindane,Overall,181958.91,1463,1142,134849.54,1111,873,88208.31,727,570,74978.16,642,510,43992.29,347,264
Lindane,Lindane,"Morton Grove Ph",181958.91,1463,1130,134849.54,1111,873,88208.31,727,570,74978.16,642,510,43992.29,347,264
Linezolid,Linezolid,Overall,18031068.63,46139,45144,20477845.19,66950,52719,18694214.3,77038,58263,16179858.3,80500,61723,26514552.84,88737,68377
Linezolid,Linezolid,Roxane/West-War,268999.65,167,111,230030.06,118,93,250449.91,198,151,269708.18,154,132,270715.1,155,132
Linezolid,Linezolid,"Major Pharmaceu",578457.76,1533,1317,595553.57,1560,1306,442684.1,1165,941,302206.14,919,755,224687.11,873,685
Linezolid,Linezolid,"Greenstone LLC.",978676.25,1337,1143,1052340.15,1242,1026,892009.92,1066,877,753373.75,907,711,756810.42,726,608
Linezolid,Linezolid,"Celltrion USA,","","","","","","",7539.59,145,128,68768.88,1471,1239,443187.87,1888,1609
Linezolid,Linezolid,"Camber Pharmace",4771719.97,13259,10757,5864176.85,18540,14681,4989050.59,19545,15142,4178954.46,18409,14526,6088973.76,18748,14935
Linezolid,Linezolid,"Ascend Laborato",10339100.71,26683,21104,12237901.19,43994,34868,11905713.65,54321,41985,10585788.2,58524,45885,18720588.37,66280,52045
Linezolid,Linezolid,"Amneal Pharmace",1094114.29,3160,2659,497843.37,1496,1312,206766.54,598,508,21058.69,116,100,9590.21,67,60
"Linezolid-0.9% NaCl","Linezolid In 0.9% Sodium Chlor",Overall,281193.58,578,227,168251.89,397,150,116641.5,274,112,96603.51,209,92,97583.18,202,82
"Linezolid-0.9% NaCl","Linezolid In 0.9% Sodium Chlor",Hospira/Pfizer,281193.58,578,227,168251.89,397,150,116641.5,274,112,96603.51,209,92,97583.18,202,82
Linezolid-D5W,"Linezolid In Dextrose 5%",Overall,1164868.06,2338,922,1262436.06,2684,976,1309932.37,2623,970,1358351.65,2695,995,1225976.57,2661,983
Linezolid-D5W,"Linezolid In Dextrose 5%","Sun Pharmaceuti",290542.43,753,299,582893.96,1244,474,778270.07,1521,558,766644.72,1375,540,603668.41,1155,470
Linezolid-D5W,"Linezolid In Dextrose 5%",Sandoz,399617.54,773,296,402149.72,769,318,279097.07,533,229,107792.96,249,121,92997.92,251,125
Linezolid-D5W,"Linezolid In Dextrose 5%","Sagent Pharmace","","","",28735.75,74,36,23179.68,75,33,9378.19,31,17,1884.26,12,""
Linezolid-D5W,"Linezolid In Dextrose 5%","Piramal Critica","","","","","","",6431.54,27,13,17724.13,68,43,18374.62,103,41
Linezolid-D5W,"Linezolid In Dextrose 5%","Mylan Instituti",10039.05,21,11,49481.19,108,50,36525.1,54,31,25020.06,45,28,10219.49,16,12
Linezolid-D5W,"Linezolid In Dextrose 5%","Fresenius Kabi",237060.46,400,181,157483.46,418,190,163173.51,382,196,194508.53,526,222,190606.68,566,226
Linezolid-D5W,"Linezolid In Dextrose 5%",Auromedics-Eugi,227608.58,391,180,41691.98,71,36,23255.4,31,14,237283.06,401,165,308225.19,558,206
Linzess,Linaclotide,Overall,761561106.63,1509864,361025,983904809.21,1712232,412659,1144468127.9,1820879,428018,1374354960.6,2005937,481655,1581669987.3,2113198,510755
Linzess,Linaclotide,"Allergan Inc.",761561106.63,1509864,361025,983904809.21,1712232,412659,1144468127.9,1820879,428018,1374354960.6,2005937,481655,1581669987.3,2113198,510755
"Lioresal Intrathecal",Baclofen,Overall,338599.12,259,123,427140.98,331,118,476630.82,373,121,487781.84,375,122,475571.76,367,135
"Lioresal Intrathecal",Baclofen,"Saol/Amneal Pha",338599.12,259,105,427140.98,331,117,476630.82,373,121,487781.84,375,122,475571.76,367,135
"Liothyronine Sodium*","Liothyronine Sodium",Overall,24002341.11,508215,124659,32616136.03,580110,136309,35279317.04,601916,142735,35200000.18,614252,152952,36401467.71,623544,159312
"Liothyronine Sodium*","Liothyronine Sodium","Zydus Pharmaceu","","","","","","","","","",1869879.94,37112,16891,3197095.5,60543,20925
"Liothyronine Sodium*","Liothyronine Sodium","Teva USA","","","","","","","","","",1581730.68,27432,14230,1920322.81,24868,10034
"Liothyronine Sodium*","Liothyronine Sodium","Sun Pharmaceuti","","","","","","",199889.32,5057,2759,4483396.24,84241,37238,7729591.03,145700,46966
"Liothyronine Sodium*","Liothyronine Sodium","Sigmapharm Labo",16736210.95,364461,98587,14616481.83,289026,76426,13673524.02,275176,70979,13075676.56,252968,69601,12915840.79,243313,69932
"Liothyronine Sodium*","Liothyronine Sodium","Northstar Rx Ll","","","","","","","","","",524952.73,8395,6709,2379767.21,37448,14987
"Liothyronine Sodium*","Liothyronine Sodium","Mayne Pharma In",7266130.16,143754,53171,14495766.37,222036,66916,15124903.99,191007,53182,10172444.19,130160,48534,7507247.83,94997,34692
"Liothyronine Sodium*","Liothyronine Sodium","Greenstone LLC.","","","",3503488.11,69036,26216,6279520.43,130628,34790,3467641.73,73363,30853,704622.53,15658,5952
"Liothyronine Sodium*","Liothyronine Sodium",Avkare,"","","",399.72,12,"",1479.28,48,16,24278.11,581,353,46980.01,1017,512
Lipitor,"Atorvastatin Calcium",Overall,74449676.87,91275,23971,76245720.53,86744,22756,73147637.42,76325,19367,39227775.41,39274,11078,34489245.59,32817,9020
Lipitor,"Atorvastatin Calcium",Pfizer/Viatris,74449676.87,91275,23175,76245720.53,86744,22340,73147637.42,76325,19336,39227775.41,39274,11078,34489245.59,32817,9020
Lipofen,Fenofibrate,Overall,747802.38,2106,556,559839.77,1461,364,411997.92,1123,288,321908.56,833,220,245691.48,554,153
Lipofen,Fenofibrate,"Kowa Pharmaceut",747802.38,2106,556,559839.77,1461,364,411997.92,1123,288,287590.46,768,213,21333.6,100,38
Lipofen,Fenofibrate,"Ani Pharmaceuti","","","","","","","","","",34318.1,65,58,224357.88,454,132
Lisinopril,Lisinopril,Overall,260647136.85,36979150,8339333,286344461.16,37075639,8611924,271335287.76,36838006,8589008,259834992.99,36125659,8685209,269200059.09,35872899,8688669
Lisinopril,Lisinopril,West-Ward/Hikma,311193.85,62036,23245,153984.11,26866,8649,78804.87,16124,6306,7019.14,1396,860,1227.59,294,169
Lisinopril,Lisinopril,"Solco Healthcar",65235865.71,10519193,2743978,41009764.16,6803595,2160957,57056332.8,8887213,2832421,67959621.57,9376716,2829986,66597013.94,8548400,2434903
Lisinopril,Lisinopril,Sandoz,2730534.98,455883,254998,452267.83,79145,26357,182139.42,36606,11057,89558.26,15171,5359,28773.92,4661,2178
Lisinopril,Lisinopril,"Ranbaxy Pharmac",28656.32,7658,2251,30864.59,7238,2227,23340.01,5510,1846,16008.89,3186,1151,14572.44,2449,893
Lisinopril,Lisinopril,"Major Pharmaceu",295370.32,53293,21619,105576.4,20678,6592,113747.85,26052,14137,71045.38,15392,4592,60617.69,13259,2934
Lisinopril,Lisinopril,"Lupin Pharmaceu",158038117.21,20219199,5227638,208295411.19,24611992,6479220,178666041.84,22257834,6000437,158259647.04,21452864,5755358,166103315.89,21886734,5856618
Lisinopril,Lisinopril,"Legacy Pharmace",23277574.01,3812447,1068976,23392668.67,3509007,1054548,22764707.24,3450374,1049948,19829276.52,3175212,1012588,21305005.04,3257336,985104
Lisinopril,Lisinopril,"Xlcare Pharmace","","","","","","","","","","","","",278.68,87,56
Lisinopril,Lisinopril,"International L",212380.47,37809,11761,1006.4,200,132,393.11,74,36,479.91,60,25,136.7,31,17
Lisinopril,Lisinopril,"Exelan Pharmace",765266.63,116073,27294,903671.95,148582,35021,775415.57,139078,25891,883402.05,120211,25077,303068.72,105613,23485
Lisinopril,Lisinopril,"Camber Pharmace",6332.9,1297,367,4290.97,822,324,1356.62,354,123,1332.12,211,102,1938.63,233,106
Lisinopril,Lisinopril,"Bluepoint Labor",8170572.66,1418700,316171,10341348.01,1615015,356942,9252313.62,1632421,393760,11397341.66,1739923,393454,13401430.32,1852694,412687
Lisinopril,Lisinopril,"Aurobindo Pharm",24717.22,5901,1660,25765.74,5308,1748,20629.98,4580,1431,21028.73,3810,1320,23688.9,3412,1204
Lisinopril,Lisinopril,Actavis/Teva,1448637.88,250918,103644,1589779.41,240404,110399,2372790.78,376822,209449,1279623.19,218228,91677,1343307.59,195125,81988
Lisinopril,Lisinopril,"Accord Healthca",90789.16,16906,7747,21459.05,3950,1381,14606.18,2936,1021,16230.16,2588,1000,13874.04,2218,878
Lisinopril,Lisinopril,AHP,11127.53,1837,630,16602.68,2837,850,12667.87,2028,995,3378.37,691,289,1809,353,166
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,Overall,54343795.51,6785036,1659042,61327402.55,6592868,1692111,59466747.85,6362221,1630636,55328043.1,6104086,1607712,53672324.82,5928711,1572503
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,West-Ward/Hikma,133362.96,22479,8765,54025.06,8633,2923,4901.06,714,340,3409.69,468,230,1273.81,180,79
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,"Solco Healthcar",136059.56,19363,14832,170849.4,22675,15346,8928.15,1541,573,6064.52,913,286,2873326.38,296855,160941
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,Sandoz,324919.17,53322,24948,65492.68,10861,4553,33804.88,5693,1818,21263.85,3235,1169,10081.25,1401,607
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,"Lupin Pharmaceu",44827516.34,5473715,1368215,51744059.89,5447935,1435101,47585589.49,5031976,1390685,45518288.95,5054209,1369686,41813097.46,4628627,1314047
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,"Legacy Pharmace",6187064.38,914861,257887,7203543.31,825659,248726,7139467.21,777256,237276,6473172.35,729852,223888,5814988.46,691300,209448
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,"Exelan Pharmace","","","",98.14,17,14,86171.51,14066,10460,47581.24,6500,4100,24090.18,3025,1460
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,"Cipla USA, Inc.","","","","","","",1169440.15,88877,55015,2074973.37,169134,57272,2405399.85,222089,91451
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,"Aurobindo Pharm",13000.43,2609,750,10956.33,1861,608,8975.77,1573,548,8432.34,1053,417,7822.17,884,375
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,Actavis/Teva,2721872.67,298687,100448,2078377.74,275227,111885,3429469.63,440525,185399,1174856.79,138722,62725,722245.26,84350,34952
"Lite Touch","Pen Needle, Diabetic",Overall,203873.93,5747,1940,126534.99,4815,1677,83673.94,3373,1170,85166.04,3248,1133,78096.51,2875,1024
"Lite Touch","Pen Needle, Diabetic",Medicore,203873.93,5747,1940,126534.99,4815,1677,83673.94,3373,1170,85166.04,3248,1133,78096.51,2875,1024
"Lite Touch","Syring-Needl,Disp,Insul,0.3 Ml",Overall,7564.48,263,87,4061.43,175,71,2289.77,113,41,2095.08,93,30,1777.08,72,27
"Lite Touch","Syring-Needl,Disp,Insul,0.3 Ml",Medicore,7564.48,263,87,4061.43,175,71,2289.77,113,41,2095.08,93,30,1777.08,72,27
"Lite Touch","Syringe And Needle,Insulin,1ml",Overall,37182.17,1379,389,19387.56,1001,319,12942.66,734,220,9694.43,532,153,5936.71,334,85
"Lite Touch","Syringe And Needle,Insulin,1ml",Medicore,37182.17,1379,389,19387.56,1001,319,12942.66,734,220,9694.43,532,153,5936.71,334,85
"Lite Touch","Syringe-Needle,Insulin,0.5 Ml",Overall,29025.73,1050,319,15347.93,779,249,9474.86,515,178,5729.55,311,112,3905.35,217,76
"Lite Touch","Syringe-Needle,Insulin,0.5 Ml",Medicore,29025.73,1050,319,15347.93,779,249,9474.86,515,178,5729.55,311,112,3905.35,217,76
"Litetouch Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",Overall,4547.31,180,50,2227.89,123,43,1062.76,58,15,868.24,48,20,541.97,25,14
"Litetouch Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",Medicore,4547.31,180,50,2227.89,123,43,1062.76,58,15,868.24,48,20,541.97,25,14
"Litetouch Insulin Syringe","Syringe And Needle,Insulin,1ml",Overall,865.59,41,16,842.45,34,12,310.83,18,"",236.24,14,"",138.48,15,""
"Litetouch Insulin Syringe","Syringe And Needle,Insulin,1ml",Medicore,865.59,41,16,842.45,34,12,310.83,18,"",236.24,14,"",138.48,15,""
"Lithium Carbonate","Lithium Carbonate",Overall,7891432.99,896274,126861,7797970.46,859927,123510,7937834.03,820384,116454,7501144.09,781668,111905,7074280.86,750867,106569
"Lithium Carbonate","Lithium Carbonate",West-Ward/Hikma,1838221.75,238932,45366,1295638.4,175145,33186,1103644.43,128503,24254,946480.34,107197,20703,756238.28,96974,18655
"Lithium Carbonate","Lithium Carbonate","Sun Pharmaceuti",304843.43,22934,7150,729118.89,56770,11769,813955.4,62611,12310,788972.53,66851,12449,840890.93,68884,12516
"Lithium Carbonate","Lithium Carbonate",Roxane/West-War,2205697.96,163313,33815,1673106.33,122177,26261,1567273.03,106243,22444,1330011.37,100932,20835,1234380.88,96289,19976
"Lithium Carbonate","Lithium Carbonate","Glenmark Pharma",1104522.6,130870,33120,1668968.75,181184,39818,1986204.07,209034,40061,1996270.81,213295,39301,1766244.8,197998,38267
"Lithium Carbonate","Lithium Carbonate","Camber Pharmace",2437329.14,340111,67966,2403150.65,320833,61066,2433090.04,309577,54479,2425457.58,291783,52589,2471935.91,290156,53547
"Lithium Carbonate","Lithium Carbonate","Alembic Pharmac",818.11,114,95,27987.44,3818,1114,33667.06,4416,1255,13951.46,1610,568,4590.06,566,185
"Lithium Carbonate ER","Lithium Carbonate",Overall,8610004.1,445112,66781,8415521.4,438077,67016,8209379.87,430711,65120,7644057.1,420642,64041,7327998.35,413197,62027
"Lithium Carbonate ER","Lithium Carbonate",Roxane/West-War,2586539.95,126778,28296,2230150.14,103679,21039,1947226.99,87235,19228,1550711.36,71571,14976,1377126.63,69150,18507
"Lithium Carbonate ER","Lithium Carbonate","Rising Pharm",309961.45,17005,5797,407658.19,23575,5562,749432.63,42616,11120,907936.35,51680,11693,1162932.72,68146,18455
"Lithium Carbonate ER","Lithium Carbonate","Mylan Instituti",42471.4,2381,455,40012.94,2479,368,40194.38,2352,377,37701.31,2287,341,44667.16,2686,573
"Lithium Carbonate ER","Lithium Carbonate",Mylan,1363800.57,76036,14574,1548337.46,83817,13685,1641038.02,88579,14669,1798087.37,96115,16280,2118815.31,112503,22137
"Lithium Carbonate ER","Lithium Carbonate","Glenmark Pharma",4110575.29,211318,41636,3957306.54,210320,39145,3661499.08,199020,37315,3239112.9,191956,35704,2597932.94,159125,33145
"Lithium Carbonate ER","Lithium Carbonate","Ani Pharmaceuti",184750.92,10921,2638,222282.16,13532,3143,165898.2,10569,2432,108064.43,6864,1597,23142.23,1380,439
"Lithium Carbonate ER","Lithium Carbonate",AHP,11904.52,673,220,9773.97,675,116,4090.57,340,85,2443.38,169,45,3381.36,207,91
Lithobid,"Lithium Carbonate",Overall,2141009.64,2142,320,2124144.7,1980,273,2046997.71,1702,242,1804007.81,1472,214,1505205.89,1179,195
Lithobid,"Lithium Carbonate","Ani Pharmaceuti",2141009.64,2142,320,2124144.7,1980,273,2046997.71,1702,242,1804007.81,1472,214,1505205.89,1179,195
Lithostat,"Acetohydroxamic Acid",Overall,444108.34,280,88,835240.39,563,136,742914.43,470,86,973033.37,496,117,701601.76,627,171
Lithostat,"Acetohydroxamic Acid","Mission Pharm.",444108.34,280,88,835240.39,563,136,742914.43,470,86,973033.37,496,117,701601.76,627,171
Livalo,"Pitavastatin Calcium",Overall,135070970.85,294412,71266,163884182.02,314147,75345,189564415.52,326796,76229,206236202.23,325515,78349,206857254.1,314985,75677
Livalo,"Pitavastatin Calcium","Kowa Pharmaceut",135070970.85,294412,71266,163884182.02,314147,75345,189564415.52,326796,76229,206236202.23,325515,78349,206857254.1,314985,75677
Livmarli,"Maralixibat Chloride",Overall,"","","","","","","","","","","","",1784093.89,21,""
Livmarli,"Maralixibat Chloride","Mirum Pharmaceu","","","","","","","","","","","","",1784093.89,21,""
Livtencity,Maribavir,Overall,"","","","","","","","","",381019.44,15,14,20226514.15,791,244
Livtencity,Maribavir,"Takeda Pharmace","","","","","","","","","",381019.44,15,14,20226514.15,791,244
"Lo Loestrin Fe",Norethindrone-E.Estradiol-Iron,Overall,616459.85,3027,829,828182.03,3553,894,960598.11,3580,927,999309.87,3316,889,1108218.57,3364,941
"Lo Loestrin Fe",Norethindrone-E.Estradiol-Iron,Actavis/Allerga,616459.85,3027,829,828182.03,3553,894,960598.11,3580,927,999309.87,3316,889,1108218.57,3364,941
Lo-Zumandimine,"Ethinyl Estradiol/Drospirenone",Overall,"","","",5356.13,113,91,28931.14,552,241,17215.88,417,122,15390.23,355,128
Lo-Zumandimine,"Ethinyl Estradiol/Drospirenone","Aurobindo Pharm","","","",5356.13,113,91,28931.14,552,241,17215.88,417,122,15390.23,355,128
"Locoid Lipocream","Hydrocortisone Butyrate/Emoll",Overall,46903.85,52,26,22339.62,48,22,10224.05,76,37,2998.48,44,14,1756.26,28,13
"Locoid Lipocream","Hydrocortisone Butyrate/Emoll","Bausch Health U",46903.85,52,26,22339.62,48,22,10224.05,76,37,2998.48,44,14,1756.26,28,13
Loestrin,"Norethindrone Ac-Eth Estradiol",Overall,8589.82,38,14,10791.75,41,"",13980.33,48,17,5635.78,59,20,6905.19,62,24
Loestrin,"Norethindrone Ac-Eth Estradiol","Teva Women's He",8589.82,38,14,10791.75,41,"",13980.33,48,17,5635.78,59,20,6905.19,62,24
"Loestrin Fe",Norethindrone-E.Estradiol-Iron,Overall,24911.59,142,33,28500.6,143,30,35420.4,169,63,22514.58,165,34,16075.9,119,47
"Loestrin Fe",Norethindrone-E.Estradiol-Iron,"Teva Women's He",24911.59,142,33,28500.6,143,30,35420.4,169,63,22514.58,165,34,16075.9,119,47
Lofena,"Diclofenac Potassium",Overall,"","","","","","","","","","","","",6394727.91,2017,843
Lofena,"Diclofenac Potassium","Carwin Associat","","","","","","","","","","","","",6394727.91,2017,843
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad,Overall,"","","","","","",2263.15,45,29,12249.88,210,87,19793.31,303,116
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad,"Xiromed, LLC","","","","","","",2263.15,45,29,12249.88,210,87,19793.31,303,116
Lokelma,"Sodium Zirconium Cyclosilicate",Overall,"","","",7671005.43,11365,5593,48507095.74,68877,25479,100112116.57,139336,49929,160327812.27,220954,77813
Lokelma,"Sodium Zirconium Cyclosilicate",Astrazeneca,"","","",7671005.43,11365,5593,48507095.74,68877,25479,100112116.57,139336,49929,160327812.27,220954,77813
Lomotil,"Diphenoxylate HCl/Atropine",Overall,478883.07,1323,405,429287.41,1129,352,386435.18,1019,302,325624.27,862,260,245867.78,655,220
Lomotil,"Diphenoxylate HCl/Atropine","Pfizer US Pharm",478883.07,1323,405,429287.41,1129,352,386435.18,1019,302,325624.27,862,260,245867.78,655,220
"Lonhala Magnair Refill",Glycopyrrolate/Neb.Accessories,Overall,4469839.95,3692,1468,18830050.58,15349,4032,21398735.5,17365,3646,14531314.15,11206,2079,8875719.15,6382,1187
"Lonhala Magnair Refill",Glycopyrrolate/Neb.Accessories,"Sunovion Pharma",4469839.95,3692,1468,18830050.58,15349,4032,21398735.5,17365,3646,14531314.15,11206,2079,8875719.15,6382,1187
"Lonhala Magnair Starter",Glycopyrrol/Nebulizer/Accessor,Overall,2076344.12,1780,1462,6982563.12,5910,4470,3591476.04,3023,2063,2187854,1731,977,1089715.93,781,423
"Lonhala Magnair Starter",Glycopyrrol/Nebulizer/Accessor,"Sunovion Pharma",2076344.12,1780,1462,6982563.12,5910,4470,3591476.04,3023,2063,2187854,1731,977,1089715.93,781,423
Lonsurf,"Trifluridine/Tipiracil HCl",Overall,74896392.91,7445,2130,90774138.81,8492,2402,107441016.94,9559,2485,117240904.6,10003,2581,142418647.43,11388,2710
Lonsurf,"Trifluridine/Tipiracil HCl","Taiho Oncology",74896392.91,7445,2130,90774138.81,8492,2402,107441016.94,9559,2485,117240904.6,10003,2581,142418647.43,11388,2710
Loperamide,"Loperamide HCl",Overall,14762865.08,610450,282681,16620319.08,650065,299659,17673917.36,652114,291667,20606294.42,688755,308437,22414871.97,748081,345771
Loperamide,"Loperamide HCl","Teva USA",7082582.95,272453,130805,9948816.63,373148,177667,10055880.34,365307,164309,11053125.47,357090,165786,11371328.17,383286,199498
Loperamide,"Loperamide HCl","Mylan Instituti",23185.05,1932,1037,24440,1965,1061,15593.34,1443,837,19896.33,1408,845,24160.02,1458,913
Loperamide,"Loperamide HCl",Mylan,7656152.49,335949,167102,6641925.86,274575,144349,7600579.31,285206,138814,9531163.52,330160,161199,5538254.08,200177,112836
Loperamide,"Loperamide HCl","Edenbridge Phar","","","","","","","","","","","","",3105338.33,96606,55204
Loperamide,"Loperamide HCl","Bionpharma Inc.","","","","","","","","","","","","",2374416.53,66438,36151
Loperamide,"Loperamide HCl",AHP,944.59,116,82,5136.59,377,301,1864.37,158,119,2109.1,97,84,1374.84,116,74
Lopid,Gemfibrozil,Overall,188270.08,313,119,207059.65,300,98,85454.63,132,53,102052.98,120,36,13750.38,65,21
